S,trend_method,ma_len_days,compare_lag_days,ma_short,ma_long,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,win_rate,turnover
0.2,ma_compare,20.0,3.0,,,-0.013983199126301304,-0.006419626049776434,0.026041283308394853,-0.24651726928169312,-0.05204662936733595,-0.12334374248268497,0.5043530471329931,65.0
0.6,ma_compare,10.0,1.0,,,-0.014357442091932127,-0.006597834148196663,0.026194729390588756,-0.25187640039400955,-0.04554849184845533,-0.14485296615634075,0.5037732684890156,129.0
0.4,ma_compare,5.0,2.0,,,-0.01513454419541771,-0.0069752154546525455,0.02624541705644782,-0.2657688936567657,-0.04377516342616783,-0.1593418484071933,0.5027670286689135,153.0
0.4,ma_compare,20.0,3.0,,,-0.01503503623450042,-0.0069319879322098125,0.026038090062535577,-0.266224900350267,-0.053266211743337455,-0.13013855698264232,0.5040999441892414,65.0
0.3,ma_compare,10.0,2.0,,,-0.015240427910253596,-0.007028120927634909,0.026190391144180154,-0.26834730680212265,-0.038825990398321575,-0.18101588280253453,0.5036530063822641,109.0
0.3,ma_compare,20.0,2.0,,,-0.016326703253218167,-0.00756159259230927,0.026046829487979258,-0.2903076013838453,-0.050363665176109684,-0.15013983922473056,0.5032741279691847,77.0
0.5,ma_compare,10.0,1.0,,,-0.01723046501230241,-0.007998917045467797,0.026194787398077294,-0.30536293056743496,-0.0414009890012641,-0.19320594117265089,0.5034167609944242,133.0
0.3,ma_compare,20.0,1.0,,,-0.01734749324033713,-0.00805944986058158,0.026064755796132343,-0.3092087232130329,-0.04677222965430561,-0.17231271462038733,0.5053364071038251,93.0
0.7,ma_compare,3.0,2.0,,,-0.01889725715569368,-0.008811651273937494,0.026275920254605636,-0.33535081506395537,-0.047844009315840874,-0.18417459991213586,0.5039592056714066,173.0
0.2,ma_compare,5.0,1.0,,,-0.019080817830436247,-0.008901900079421323,0.026260630517267205,-0.3389827244843965,-0.04080645556304785,-0.21814930889225304,0.5013914849428868,217.0
0.6,ma_compare,3.0,2.0,,,-0.01982750484182294,-0.009266955761272613,0.02627590874395139,-0.3526787922570263,-0.04489252147036915,-0.20642537905537722,0.5038762903693876,197.0
0.7,ma_compare,20.0,3.0,,,-0.019882864313758186,-0.009300436484810205,0.026026274919054355,-0.3573479690711009,-0.05714240420521399,-0.16275892857797503,0.5035640673308142,65.0
0.7,ma_compare,20.0,2.0,,,-0.020591216112935684,-0.009647442609782581,0.02602626563629963,-0.3706810168081508,-0.051436431309552555,-0.18756049679501965,0.503392305049811,69.0
0.6,ma_compare,20.0,3.0,,,-0.02059243514532727,-0.009648041776649168,0.02602626561997766,-0.3707040386632867,-0.05755354946263658,-0.16763591241079961,0.5038646513225695,65.0
0.2,ma_compare,20.0,2.0,,,-0.020746773238136007,-0.009723148265885115,0.026046776781267718,-0.37329564220313793,-0.05361961260553272,-0.18133566792837733,0.5027605392681361,77.0
0.6,ma_compare,20.0,2.0,,,-0.021046823191656627,-0.009870243878892987,0.026046428729881416,-0.3789480692825071,-0.05720426115544075,-0.1725438573897955,0.5032528676596473,69.0
0.4,ma_compare,20.0,2.0,,,-0.02296448953761998,-0.010811360002536904,0.02604674525772671,-0.41507527698992397,-0.055704295804864135,-0.19408485191895827,0.5027605392681361,77.0
0.5,ma_compare,20.0,3.0,,,-0.023135808702585692,-0.010896062494177466,0.026026229421655757,-0.4186569755321965,-0.06008429172621044,-0.18134627506018017,0.5031346616283064,65.0
0.5,ma_compare,20.0,2.0,,,-0.02358901677178582,-0.011118264596421287,0.026046391777149406,-0.42686390850403244,-0.05973594135950144,-0.1861235354024072,0.5025252525252525,69.0
0.6,ma_compare,3.0,3.0,,,-0.024236384780622955,-0.011431207873572337,0.026258017516378008,-0.43534161961931467,-0.05142080722786235,-0.22230704825221684,0.5030751329787234,181.0
0.5,ma_compare,5.0,2.0,,,-0.025045477324284193,-0.011829697974101742,0.02624528924996559,-0.4507360487222388,-0.050828174945131144,-0.23273898751768807,0.5012690883368701,149.0
0.7,ma_cross,,,3.0,10.0,-0.0255851176872941,-0.012096119320568957,0.026216811945435875,-0.4613878814000796,-0.03692226040019775,-0.3276104764296655,0.5045109013449168,123.0
0.3,ma_compare,5.0,3.0,,,-0.02941755377298305,-0.013987311008699606,0.02622844970032491,-0.5332877531273355,-0.05255020036492586,-0.266170460085159,0.5020437103770438,157.0
0.4,ma_compare,20.0,1.0,,,-0.02933729329153123,-0.013951759253820166,0.02606457295734953,-0.5352767251030727,-0.04978539999304299,-0.28023796646747406,0.5043971994535519,89.0
0.7,ma_cross,,,5.0,10.0,-0.03139962007266639,-0.0149689256954185,0.026209881452418437,-0.5711176421226158,-0.05175081085022637,-0.2892500706653763,0.5017144768754704,105.0
0.5,ma_compare,5.0,1.0,,,-0.03207957413673623,-0.015304774323022137,0.026258066527222148,-0.5828599111497962,-0.04434765258367712,-0.3451090064833625,0.5009349677955537,201.0
0.4,ma_compare,5.0,1.0,,,-0.032230778553249406,-0.015379756267923076,0.026258063307602646,-0.5857155605025176,-0.04006783875142872,-0.38384292108529744,0.50085185954706,205.0
0.6,ma_cross,,,5.0,10.0,-0.03609454008712243,-0.017301032487055192,0.02620977594726513,-0.6600984503593391,-0.0498890237905818,-0.34679035933193253,0.5023417245128377,125.0
0.5,ma_cross,,,5.0,10.0,-0.0361979421011106,-0.0173525231787174,0.026209773445742476,-0.6620630740910181,-0.04529916996515071,-0.3830649257385277,0.5022999080036799,125.0
0.2,ma_compare,5.0,3.0,,,-0.03734524416128826,-0.01792369749079839,0.0262306294138393,-0.683311757717176,-0.05944730708581203,-0.30150562522412633,0.5007503751875938,157.0
0.4,ma_cross,,,5.0,10.0,-0.03785204639219064,-0.018176776185716316,0.026216749094723373,-0.6933268545250236,-0.046644142309764214,-0.38969043668986697,0.5026938980077684,129.0
0.6,ma_compare,5.0,2.0,,,-0.03826730195217154,-0.018383331177503064,0.026242831542377616,-0.7005086759718431,-0.05351961524847715,-0.3434877304732893,0.500041642375281,145.0
0.7,ma_compare,20.0,1.0,,,-0.03824224584925884,-0.01837533605347722,0.026064371361148253,-0.7049982444950748,-0.05831372340855456,-0.3151116920580924,0.5039275956284153,73.0
0.6,ma_compare,20.0,1.0,,,-0.03907817271666414,-0.01879268765042753,0.026064349492824317,-0.7210111902313648,-0.05935484502595689,-0.31661589954803465,0.5039275956284153,73.0
0.5,ma_compare,20.0,1.0,,,-0.0394696586867328,-0.018988268867704546,0.026064339075782348,-0.7285152641889728,-0.05910995742768965,-0.32123638205852645,0.5034153005464481,77.0
0.6,ma_compare,5.0,1.0,,,-0.041204491255172226,-0.019851034236205756,0.026257648935210903,-0.756009583538379,-0.04612770897506713,-0.43034945106282224,0.500249335106383,197.0
0.7,ma_compare,3.0,3.0,,,-0.042346702671561376,-0.020423120087247386,0.026257616693125752,-0.7777979367256953,-0.051542361290513705,-0.3962395120420343,0.502701130319149,165.0
0.7,ma_compare,5.0,1.0,,,-0.04317797513499988,-0.02083995793603489,0.026257592623757306,-0.7936735950872871,-0.04936645020556085,-0.42214819678663845,0.5001246675531915,181.0
0.7,ma_compare,5.0,3.0,,,-0.04691702944209464,-0.022720219889155915,0.02621817843027226,-0.8665827013719037,-0.06769237561529085,-0.3356392752158591,0.5008769731896767,129.0
0.6,ma_compare,5.0,3.0,,,-0.049623632245813676,-0.0240849509659465,0.026227175502934384,-0.9183204254400859,-0.0625298496396236,-0.38517525797286534,0.500834237090181,145.0
0.4,ma_compare,5.0,3.0,,,-0.05694842459582228,-0.027798486488477568,0.026227446428484055,-1.0599006107696134,-0.06364334045270448,-0.4367854718300898,0.5006047966631908,157.0
0.7,ma_compare,5.0,2.0,,,-0.05726689863329415,-0.027960220444822027,0.02624221010231165,-1.0654674410353508,-0.06533126731995842,-0.42797609156864314,0.49954193387190804,137.0
0.5,ma_compare,5.0,3.0,,,-0.058782477147720114,-0.028732836591947867,0.026227372428026988,-1.0955285997785849,-0.06710144975216392,-0.42819993752849245,0.4998540145985401,153.0
